c_avg_deg_cons,c_avg_dom_cons,c_avg_domdeg_cons,c_bounds_d,c_bounds_r,c_bounds_z,c_cv_deg_cons,c_cv_dom_cons,c_cv_domdeg_cons,c_domain,c_ent_deg_cons,c_ent_dom_cons,c_ent_domdeg_cons,c_logprod_deg_cons,c_logprod_dom_cons,c_max_deg_cons,c_max_dom_cons,c_max_domdeg_cons,c_min_deg_cons,c_min_dom_cons,c_min_domdeg_cons,c_num_cons,c_priority,c_ratio_cons,c_sum_ari_cons,c_sum_dom_cons,c_sum_domdeg_cons,d_array_cons,d_bool_cons,d_bool_vars,d_float_cons,d_float_vars,d_int_cons,d_int_vars,d_ratio_array_cons,d_ratio_bool_cons,d_ratio_bool_vars,d_ratio_float_cons,d_ratio_float_vars,d_ratio_int_cons,d_ratio_int_vars,d_ratio_set_cons,d_ratio_set_vars,d_set_cons,d_set_vars,gc_diff_globs,gc_global_cons,gc_ratio_diff,gc_ratio_globs,o_deg,o_deg_avg,o_deg_cons,o_deg_std,o_dom,o_dom_avg,o_dom_deg,o_dom_std,s_bool_search,s_first_fail,s_goal,s_indomain_max,s_indomain_min,s_input_order,s_int_search,s_labeled_vars,s_other_val,s_other_var,s_set_search,v_avg_deg_vars,v_avg_dom_vars,v_avg_domdeg_vars,v_cv_deg_vars,v_cv_dom_vars,v_cv_domdeg_vars,v_def_vars,v_ent_deg_vars,v_ent_dom_vars,v_ent_domdeg_vars,v_intro_vars,v_logprod_deg_vars,v_logprod_dom_vars,v_max_deg_vars,v_max_dom_vars,v_max_domdeg_vars,v_min_deg_vars,v_min_dom_vars,v_min_domdeg_vars,v_num_aliases,v_num_consts,v_num_vars,v_ratio_bounded,v_ratio_vars,v_sum_deg_vars,v_sum_dom_vars,"v_sum_domdeg_vars

",number_of_teams,fixtures_left,number_of_constraints,runtime,fpoints
2.70219,4.88491,1.72717,0,0,0,0.548475,0.711003,0.47821,0,1.41162,3.60979,1.4051,417.652,620.676,10,19.072,3.48374,2,2,1,319,0,1.02572,877,1558.28,550.968,0,0,120,0,0,198,191,0,0,0.385852,0,0,0.62069,0.614148,0,0,0,0,0,0,-nan,0,25,9.01972,0.0783699,6.45948,13,4.55293,0.52,3.73488,0,0,2,0,0,0,0,0,0,0,0,2.7717,2.85531,1.19003,1.24154,0.951284,0.804989,268,1.07186,1.19439,0.6555,240,373.696,398.963,25,28,10,0,2,0.28,14,54,311,0.21865,0.974922,862,888,"370.1
",7,5,2,0.04,11
2.70032,4.93967,1.74529,0,0,0,0.520627,0.696887,0.48521,0,1.43144,3.27071,1.38314,416.407,620.986,9,17.3236,3.29726,2,2,1,317,0,1.02589,871,1565.88,553.256,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,13,4.57517,0.52,4.00377,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.84142,1.18695,1.2462,0.89295,0.764995,267,1.04918,1.21403,0.587436,240,370.527,396.282,25,25,9,0,2,0.52,13,44,309,0.184466,0.974763,856,878,"366.767
",7,5,2,0.11,12
2.70347,4.91542,1.7369,0,0,0,0.535395,0.702859,0.48331,0,1.44213,3.45789,1.38314,416.06,619.077,10,19.072,3.35176,2,2,1,317,0,1.02258,871,1558.19,550.597,0,0,120,0,0,196,190,0,0,0.387097,0,0,0.618297,0.612903,0,0,0,0,0,0,-nan,0,25,9.04317,0.0788644,6.44853,10,3.52273,0.4,2.73205,0,0,2,0,0,0,0,0,0,0,0,2.76452,2.83871,1.18903,1.24729,0.923382,0.78229,268,1.06311,1.21059,0.657158,240,370.527,396.667,25,28,10,0,2,0.4,13,49,310,0.2,0.977918,857,880,"368.6
",7,5,2,0.04,22
2.70159,4.92144,1.73846,0,0,0,0.519283,0.694279,0.487043,0,1.43478,3.26271,1.38101,414.144,615.567,9,17.3236,3.29726,2,2,1,315,0,1.02273,865,1550.25,547.615,0,0,120,0,0,194,188,0,0,0.38961,0,0,0.615873,0.61039,0,0,0,0,0,0,-nan,0,25,9.04818,0.0793651,6.42824,13,4.62356,0.52,4.04385,0,0,2,0,0,0,0,0,0,0,0,2.76299,2.81169,1.1816,1.252,0.896065,0.76457,267,1.03875,1.19252,0.587382,240,367.357,391.667,25,25,9,0,2,0.52,12,45,308,0.185065,0.977778,851,866,"363.933
",7,5,2,0.04,22
2.70032,4.906,1.73324,0,0,0,0.522286,0.6976,0.483621,0,1.35407,3.26223,1.39024,416.09,618.312,8,15.5542,3.23579,2,2,1,317,0,1.02589,871,1555.2,549.436,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,16,5.65675,0.64,5.17738,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.82848,1.18263,1.2462,0.899442,0.770243,267,1.04918,1.14038,0.603507,240,370.527,394.308,25,22,8,0,2,0.28,13,41,309,0.174757,0.974763,856,874,"365.433
",7,5,2,0.04,7
2.70347,4.9529,1.74874,0,0,0,0.519021,0.695138,0.48666,0,1.40979,3.27411,1.38314,416.785,621.897,8,16.8441,3.23579,2,2,1,317,0,1.02258,871,1570.07,554.352,0,0,120,0,0,196,190,0,0,0.387097,0,0,0.618297,0.612903,0,0,0,0,0,0,-nan,0,25,9.04317,0.0788644,6.44853,19,6.69318,0.76,6.47717,0,0,2,0,0,0,0,0,0,0,0,2.76452,2.83871,1.18903,1.24729,0.878961,0.752121,268,1.06311,1.20971,0.613838,240,370.527,397.49,25,22,8,0,2,0.52,13,43,310,0.180645,0.977918,857,880,"368.6
",7,5,2,0.39,15
2.70032,4.91406,1.73606,0,0,0,0.52394,0.697672,0.483591,0,1.43953,3.45342,1.39024,416.208,619.023,9,17.3236,3.29726,2,2,1,317,0,1.02589,871,1557.76,550.331,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,10,3.53547,0.4,2.80495,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.82848,1.18263,1.2462,0.903928,0.773284,267,1.04918,1.19845,0.59835,240,370.527,394.467,25,25,9,0,2,0.4,13,48,309,0.197411,0.974763,856,874,"365.433
",7,5,2,0.04,12
2.70219,4.94678,1.74782,0,0,0,0.529356,0.703054,0.482935,0,1.39689,3.33393,1.38512,418.55,625.434,8,19.4291,3.30629,2,2,1,319,0,1.02572,877,1578.02,557.553,0,0,120,0,0,198,191,0,0,0.385852,0,0,0.62069,0.614148,0,0,0,0,0,0,-nan,0,25,9.01972,0.0783699,6.45948,10,3.48655,0.4,2.76866,0,0,2,0,0,0,0,0,0,0,0,2.7717,2.86817,1.19432,1.24154,0.898106,0.767679,268,1.07186,1.23651,0.648597,240,373.696,401.579,25,22,8,0,2,0.4,14,41,311,0.176849,0.974922,862,892,"371.433
",7,5,2,0.03,11
2.70032,4.90054,1.73269,0,0,0,0.533757,0.703682,0.482324,0,1.3963,3.45342,1.38314,415.681,617.946,10,19.072,3.35176,2,2,1,317,0,1.02589,871,1553.47,549.263,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,7,2.46355,0.28,1.57682,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.84142,1.18695,1.2462,0.928167,0.788987,267,1.04918,1.18201,0.627371,240,370.527,395.438,25,28,10,0,2,0.28,13,48,309,0.197411,0.974763,856,878,"366.767
",7,5,2,0.03,14
2.70159,4.89191,1.72812,0,0,0,0.525941,0.697128,0.484241,0,1.42688,3.42531,1.38797,413.804,613.378,9,17.3236,3.36776,2,2,1,315,0,1.02273,865,1540.95,544.359,0,0,120,0,0,194,188,0,0,0.38961,0,0,0.615873,0.61039,0,0,0,0,0,0,-nan,0,25,9.04818,0.0793651,6.42824,19,6.78886,0.76,6.33018,0,0,2,0,0,0,0,0,0,0,0,2.76299,2.7987,1.17727,1.252,0.914486,0.777715,267,1.03875,1.21073,0.596124,240,367.357,390.056,25,25,9,0,2,0.4,12,51,308,0.204545,0.977778,851,862,"362.6
",7,5,3,0.20,9
2.70032,4.91186,1.73449,0,0,0,0.518963,0.694878,0.4835,0,1.41636,3.47619,1.39978,416.394,618.884,8,15.5542,3.23579,2,2,1,317,0,1.02589,871,1557.06,549.833,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,16,5.68276,0.64,5.25851,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.81553,1.17832,1.2462,0.89051,0.764949,267,1.04918,1.19552,0.58296,240,370.527,393.453,25,22,8,0,2,0.4,13,47,309,0.194175,0.974763,856,870,"364.1
",7,5,3,0.58,15
2.70032,4.92008,1.73767,0,0,0,0.520627,0.695656,0.483811,0,1.43144,3.29349,1.39357,416.407,619.529,9,17.3236,3.29726,2,2,1,317,0,1.02589,871,1559.66,550.84,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,13,4.60665,0.52,4.03382,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.82201,1.18047,1.2462,0.894104,0.766941,267,1.04918,1.20047,0.572472,240,370.527,394.212,25,25,9,0,2,0.52,13,44,309,0.184466,0.974763,856,872,"364.767
",7,5,3,0.04,15
2.70032,4.90947,1.73427,0,0,0,0.52394,0.697341,0.48296,0,1.43953,3.47619,1.39357,416.208,618.715,9,17.3236,3.29726,2,2,1,317,0,1.02589,871,1556.3,549.764,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,19,6.7328,0.76,6.34757,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.82201,1.18047,1.2462,0.903149,0.77306,267,1.04918,1.20807,0.59835,240,370.527,393.982,25,25,9,0,2,0.4,13,48,309,0.197411,0.974763,856,872,"364.767
",7,5,3,0.04,9
2.70219,4.93368,1.74245,0,0,0,0.527731,0.699926,0.482015,0,1.40943,3.49631,1.39576,418.668,624.506,8,17.3587,3.30629,2,2,1,319,0,1.02572,877,1573.84,555.843,0,0,120,0,0,198,191,0,0,0.385852,0,0,0.62069,0.614148,0,0,0,0,0,0,-nan,0,25,9.01972,0.0783699,6.45948,19,6.6693,0.76,6.33437,0,0,2,0,0,0,0,0,0,0,0,2.7717,2.84887,1.18789,1.24154,0.895006,0.766671,268,1.07186,1.23795,0.624681,240,373.696,399.646,25,22,8,0,2,0.4,14,46,311,0.192926,0.974922,862,886,"369.433
",7,5,3,0.12,4
2.70219,4.93663,1.74337,0,0,0,0.526102,0.699203,0.482328,0,1.3826,3.29232,1.39576,418.728,624.723,8,17.3587,3.23579,2,2,1,319,0,1.02572,877,1574.78,556.135,0,0,120,0,0,198,191,0,0,0.385852,0,0,0.62069,0.614148,0,0,0,0,0,0,-nan,0,25,9.01972,0.0783699,6.45948,19,6.6693,0.76,6.36593,0,0,2,0,0,0,0,0,0,0,0,2.7717,2.84887,1.18789,1.24154,0.890569,0.76365,268,1.07186,1.198,0.615823,240,373.696,399.712,25,22,8,0,2,0.4,14,40,311,0.173633,0.974922,862,886,"369.433
",7,5,3,0.03,11
2.70219,4.93387,1.74205,0,0,0,0.524467,0.697817,0.482278,0,1.40856,3.48838,1.40213,418.809,624.529,8,16.6217,3.23579,2,2,1,319,0,1.02572,877,1573.91,555.714,0,0,120,0,0,198,191,0,0,0.385852,0,0,0.62069,0.614148,0,0,0,0,0,0,-nan,0,25,9.01972,0.0783699,6.45948,10,3.5181,0.4,2.83864,0,0,2,0,0,0,0,0,0,0,0,2.7717,2.84244,1.18574,1.24154,0.887078,0.761699,268,1.07186,1.21326,0.610199,240,373.696,399.068,25,22,8,0,2,0.4,14,46,311,0.192926,0.974922,862,884,"368.767
",7,5,3,0.03,6
2.70032,4.94101,1.74528,0,0,0,0.515617,0.694405,0.485378,0,1.39164,3.08725,1.38314,416.535,621.093,8,16.1363,3.16529,2,2,1,317,0,1.02589,871,1566.3,553.255,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,19,6.70205,0.76,6.49071,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.83495,1.18479,1.2462,0.878494,0.755524,267,1.04918,1.19147,0.595467,240,370.527,395.933,25,19,7,0,2,0.4,13,34,309,0.152104,0.974763,856,876,"366.1
",7,5,3,0.04,5
2.70219,4.94792,1.74692,0,0,0,0.521183,0.696931,0.483393,0,1.38689,3.10233,1.39576,418.95,625.571,8,17.3587,3.16529,2,2,1,319,0,1.02572,877,1578.39,557.269,0,0,120,0,0,198,191,0,0,0.385852,0,0,0.62069,0.614148,0,0,0,0,0,0,-nan,0,25,9.01972,0.0783699,6.45948,19,6.6693,0.76,6.46353,0,0,2,0,0,0,0,0,0,0,0,2.7717,2.84887,1.18789,1.24154,0.877121,0.754515,268,1.07186,1.18914,0.606964,240,373.696,399.963,25,19,7,0,2,0.4,14,33,311,0.151125,0.974922,862,886,"369.433
",7,5,3,0.03,6
2.70032,4.92686,1.74032,0,0,0,0.518963,0.695448,0.484199,0,1.41636,3.47619,1.39024,416.394,620.045,8,15.5542,3.23579,2,2,1,317,0,1.02589,871,1561.82,551.682,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,19,6.71739,0.76,6.43428,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.82848,1.18263,1.2462,0.888582,0.762776,267,1.04918,1.21687,0.59835,240,370.527,395.038,25,22,8,0,2,0.4,13,47,309,0.194175,0.974763,856,874,"365.433
",7,5,3,0.26,13
2.70159,4.87777,1.72297,0,0,0,0.527592,0.697883,0.482792,0,1.44877,3.63832,1.39727,413.686,612.335,9,17.3236,3.36776,2,2,1,315,0,1.02273,865,1536.5,542.735,0,0,120,0,0,194,188,0,0,0.38961,0,0,0.615873,0.61039,0,0,0,0,0,0,-nan,0,25,9.04818,0.0793651,6.42824,13,4.66123,0.52,3.98595,0,0,2,0,0,0,0,0,0,0,0,2.76299,2.78896,1.17403,1.252,0.918535,0.780943,267,1.03875,1.2307,0.606177,240,367.357,389.111,25,25,9,0,2,0.4,12,57,308,0.224026,0.977778,851,859,"361.6
",7,5,4,0.07,17
2.70219,4.95352,1.74925,0,0,0,0.524467,0.698669,0.482756,0,1.42705,3.12493,1.39236,418.903,626.096,9,18.1363,3.21462,2,2,1,319,0,1.02572,877,1580.17,558.012,0,0,120,0,0,198,191,0,0,0.385852,0,0,0.62069,0.614148,0,0,0,0,0,0,-nan,0,25,9.01972,0.0783699,6.45948,13,4.55806,0.52,4.02672,0,0,2,0,0,0,0,0,0,0,0,2.7717,2.85209,1.18896,1.24154,0.883612,0.758578,268,1.07186,1.25442,0.588535,240,373.696,400.696,25,25,9,0,2,0.52,14,43,311,0.18328,0.974922,862,887,"369.767
",7,5,4,0.04,10
2.70032,4.90861,1.73396,0,0,0,0.522286,0.696602,0.482442,0,1.39292,3.29892,1.39978,416.195,618.705,8,15.5542,3.23579,2,2,1,317,0,1.02589,871,1556.03,549.664,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,19,6.74053,0.76,6.39902,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.81877,1.1794,1.2462,0.897095,0.769045,267,1.04918,1.20148,0.590422,240,370.527,394,25,22,8,0,2,0.4,13,42,309,0.177994,0.974763,856,871,"364.433
",7,5,4,0.04,8
2.70288,4.88112,1.7242,0,0,0,0.523797,0.695589,0.486889,0,1.43422,3.32498,1.37872,411.505,608.455,9,17.3236,3.29726,2,2,1,313,0,1.01954,859,1527.79,539.676,0,0,120,0,0,192,187,0,0,0.390879,0,0,0.613419,0.609121,0,0,0,0,0,0,-nan,0,25,9.0721,0.0798722,6.4173,16,5.76526,0.64,5.24534,0,0,2,0,0,0,0,0,0,0,0,2.7557,2.77524,1.17894,1.25787,0.908475,0.778281,267,1.02579,1.21825,0.619414,240,364.187,386.977,25,25,9,0,2,0.4,11,45,307,0.18241,0.980831,846,852,"361.933
",7,5,4,0.03,8
2.70159,4.86176,1.71845,0,0,0,0.535773,0.702482,0.481787,0,1.38751,3.43174,1.40007,413.219,611.031,10,19.072,3.35176,2,2,1,315,0,1.02273,865,1531.46,541.313,0,0,120,0,0,194,188,0,0,0.38961,0,0,0.615873,0.61039,0,0,0,0,0,0,-nan,0,25,9.04818,0.0793651,6.42824,19,6.78886,0.76,6.16727,0,0,2,0,0,0,0,0,0,0,0,2.76299,2.7987,1.1789,1.252,0.938643,0.795337,267,1.03875,1.17949,0.62054,240,367.357,389.885,25,28,10,0,2,0.28,12,47,308,0.191558,0.977778,851,862,"363.1
",7,5,4,0.06,11
2.70032,4.89361,1.72812,0,0,0,0.522286,0.696254,0.48177,0,1.39292,3.29892,1.40542,416.195,617.535,8,15.5542,3.23579,2,2,1,317,0,1.02589,871,1551.27,547.815,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,22,7.84083,0.88,7.60884,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.80583,1.17508,1.2462,0.899064,0.771237,267,1.04918,1.17769,0.574564,240,370.527,392.415,25,22,8,0,2,0.4,13,42,309,0.177994,0.974763,856,867,"363.1
",7,5,4,0.15,13
2.70032,4.9304,1.74139,0,0,0,0.517293,0.694495,0.484145,0,1.40021,3.23374,1.39024,416.475,620.354,8,15.5542,3.23579,2,2,1,317,0,1.02589,871,1562.94,552.02,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,19,6.72509,0.76,6.48788,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.82524,1.18155,1.2462,0.882428,0.758707,267,1.04918,1.23306,0.585405,240,370.527,395.06,25,22,8,0,2,0.4,13,42,309,0.177994,0.974763,856,873,"365.1
",7,5,4,0.04,8
2.70159,4.8908,1.72635,0,0,0,0.517605,0.693616,0.484964,0,1.42401,3.48425,1.39727,414.131,613.224,8,15.5542,3.23579,2,2,1,315,0,1.02273,865,1540.6,543.8,0,0,120,0,0,194,188,0,0,0.38961,0,0,0.615873,0.61039,0,0,0,0,0,0,-nan,0,25,9.04818,0.0793651,6.42824,19,6.82847,0.76,6.54261,0,0,2,0,0,0,0,0,0,0,0,2.76299,2.78247,1.17511,1.252,0.890849,0.769162,267,1.03875,1.20669,0.568548,240,367.357,389.031,25,22,8,0,2,0.4,12,48,308,0.194805,0.977778,851,857,"361.933
",7,5,4,0.05,17
2.70159,4.90492,1.73105,0,0,0,0.514232,0.691896,0.485874,0,1.36881,2.87419,1.39727,414.308,614.296,8,13.7577,3.16529,2,2,1,315,0,1.02273,865,1545.05,545.281,0,0,120,0,0,194,188,0,0,0.38961,0,0,0.615873,0.61039,0,0,0,0,0,0,-nan,0,25,9.04818,0.0793651,6.42824,19,6.82051,0.76,6.60543,0,0,2,0,0,0,0,0,0,0,0,2.76299,2.78571,1.17457,1.252,0.881171,0.757747,267,1.03875,1.13831,0.544748,240,367.357,389.557,25,19,7,0,2,0.52,12,30,308,0.136364,0.977778,851,858,"361.767
",7,5,4,0.15,10
2.70032,4.89462,1.72935,0,0,0,0.525589,0.698572,0.481623,0,1.37496,3.50515,1.39978,415.949,617.58,8,15.5542,3.30629,2,2,1,317,0,1.02589,871,1551.59,548.205,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,16,5.67623,0.64,5.16067,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.81877,1.1794,1.2462,0.90613,0.775159,267,1.04918,1.2071,0.597033,240,370.527,393.705,25,22,8,0,2,0.28,13,46,309,0.190939,0.974763,856,871,"364.433
",7,5,4,0.37,18
2.70219,4.91807,1.73698,0,0,0,0.527731,0.699908,0.480466,0,1.31808,3.01144,1.40213,418.483,623.347,8,16.9139,3.16529,2,2,1,319,0,1.02572,877,1568.86,554.097,0,0,120,0,0,198,191,0,0,0.385852,0,0,0.62069,0.614148,0,0,0,0,0,0,-nan,0,25,9.01972,0.0783699,6.45948,19,6.69196,0.76,6.37601,0,0,2,0,0,0,0,0,0,0,0,2.7717,2.83923,1.18467,1.24154,0.892715,0.765492,268,1.07186,1.15946,0.599713,240,373.696,398.967,25,19,7,0,2,0.28,14,31,311,0.144695,0.974922,862,883,"368.433
",7,5,5,0.04,10
2.70219,4.9124,1.73451,0,0,0,0.529356,0.698924,0.479864,0,1.43012,3.53136,1.40792,418.623,623.011,9,17.3236,3.29726,2,2,1,319,0,1.02572,877,1567.06,553.307,0,0,120,0,0,198,191,0,0,0.385852,0,0,0.62069,0.614148,0,0,0,0,0,0,-nan,0,25,9.01972,0.0783699,6.45948,16,5.66098,0.64,5.18366,0,0,2,0,0,0,0,0,0,0,0,2.7717,2.82637,1.18039,1.24154,0.899168,0.770712,268,1.07186,1.23504,0.595314,240,373.696,397.567,25,25,9,0,2,0.4,14,47,311,0.196141,0.974922,862,879,"367.1
",7,5,5,0.20,4
2.70032,4.85924,1.71673,0,0,0,0.532134,0.701218,0.478798,0,1.39773,3.66133,1.415,415.645,614.894,9,17.3236,3.36776,2,2,1,317,0,1.02589,871,1540.38,544.205,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,10,3.57225,0.4,2.77967,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.79935,1.17292,1.2462,0.925383,0.789329,267,1.04918,1.21025,0.598138,240,370.527,391.289,25,25,9,0,2,0.28,13,54,309,0.216828,0.974763,856,865,"362.433
",7,5,5,0.05,4
2.70219,4.93662,1.7431,0,0,0,0.524467,0.697709,0.481466,0,1.40856,3.53136,1.40213,418.809,624.849,8,16.9139,3.23579,2,2,1,319,0,1.02572,877,1574.78,556.047,0,0,120,0,0,198,191,0,0,0.385852,0,0,0.62069,0.614148,0,0,0,0,0,0,-nan,0,25,9.01972,0.0783699,6.45948,10,3.52208,0.4,2.85389,0,0,2,0,0,0,0,0,0,0,0,2.7717,2.83923,1.18467,1.24154,0.883734,0.759396,268,1.07186,1.25868,0.610199,240,373.696,399.36,25,22,8,0,2,0.4,14,46,311,0.192926,0.974922,862,883,"368.433
",7,5,5,0.03,14
2.70288,4.87434,1.71981,0,0,0,0.51538,0.692812,0.487102,0,1.42019,3.29427,1.39457,411.927,607.873,8,15.5542,3.23579,2,2,1,313,0,1.01954,859,1525.67,538.302,0,0,120,0,0,192,187,0,0,0.390879,0,0,0.613419,0.609121,0,0,0,0,0,0,-nan,0,25,9.0721,0.0798722,6.4173,19,6.91114,0.76,6.66759,0,0,2,0,0,0,0,0,0,0,0,2.7557,2.74919,1.17351,1.25787,0.886547,0.778512,267,1.02579,1.18949,0.530391,240,364.187,384.653,25,22,8,0,2,0.52,11,45,307,0.18241,0.980831,846,844,"360.267
",7,5,5,0.05,8
2.70032,4.91463,1.73556,0,0,0,0.518963,0.694623,0.482679,0,1.41636,3.51405,1.39978,416.394,619.21,8,15.5542,3.23579,2,2,1,317,0,1.02589,871,1557.94,550.174,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,22,7.82278,0.88,7.6913,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.8123,1.17724,1.2462,0.887078,0.762605,267,1.04918,1.24025,0.58296,240,370.527,393.745,25,22,8,0,2,0.4,13,47,309,0.194175,0.974763,856,869,"363.767
",7,5,5,0.30,5
2.70219,4.90013,1.73119,0,0,0,0.542177,0.705049,0.478049,0,1.43731,3.47468,1.40213,418.231,622.117,11,20.8038,3.40071,2,2,1,319,0,1.02572,877,1563.14,552.25,0,0,120,0,0,198,191,0,0,0.385852,0,0,0.62069,0.614148,0,0,0,0,0,0,-nan,0,25,9.01972,0.0783699,6.45948,31,10.9432,1.24,10.6552,0,0,2,0,0,0,0,0,0,0,0,2.7717,2.8328,1.18253,1.24154,0.933178,0.793493,268,1.07186,1.25007,0.607772,262,373.696,397.87,25,31,11,0,2,0.4,36,49,311,0.273312,0.974922,862,881,"367.767
",7,5,5,0.58,3
2.70032,4.92457,1.7392,0,0,0,0.517293,0.694192,0.483453,0,1.39858,3.21802,1.39357,416.453,619.948,8,14.8435,3.16529,2,2,1,317,0,1.02589,871,1561.09,551.326,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,19,6.74053,0.76,6.51206,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.81877,1.1794,1.2462,0.881522,0.758421,267,1.04918,1.21245,0.585405,240,370.527,394.548,25,19,7,0,2,0.4,13,39,309,0.168285,0.974763,856,871,"364.433
",7,5,5,0.03,6
2.70159,4.88258,1.72407,0,0,0,0.522622,0.695572,0.483155,0,1.4219,3.37644,1.39727,413.872,612.709,8,15.5542,3.30629,2,2,1,315,0,1.02273,865,1538.01,543.081,0,0,120,0,0,194,188,0,0,0.38961,0,0,0.615873,0.61039,0,0,0,0,0,0,-nan,0,25,9.04818,0.0793651,6.42824,16,5.75029,0.64,5.25513,0,0,2,0,0,0,0,0,0,0,0,2.76299,2.78247,1.17186,1.252,0.903933,0.771447,267,1.03875,1.21949,0.59319,240,367.357,388.834,25,22,8,0,2,0.4,12,43,308,0.178571,0.977778,851,857,"360.933
",7,5,5,0.05,11
2.70032,4.92457,1.7392,0,0,0,0.517293,0.694192,0.483453,0,1.39858,3.21802,1.39357,416.453,619.948,8,14.8435,3.16529,2,2,1,317,0,1.02589,871,1561.09,551.326,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,25,9.02453,0.0788644,6.4392,19,6.74053,0.76,6.51206,0,0,2,0,0,0,0,0,0,0,0,2.77023,2.81877,1.1794,1.2462,0.881522,0.758421,267,1.04918,1.21245,0.585405,240,370.527,394.548,25,19,7,0,2,0.4,13,39,309,0.168285,0.974763,856,871,"364.433
",7,5,5,0.61,16
2.60084,4.01104,1.52106,0,0,0,0.701427,0.785632,0.399888,0,1.10293,3.07202,1.21554,584.789,825.813,12,34.5943,3.45943,2,2,1,476,0,1.02586,1319,1909.26,724.024,0,0,205,0,0,270,259,0,0,0.44181,0,0,0.567227,0.55819,0,0,0,0,0,0,-nan,0,41,15.3667,0.0861345,8.05684,7,2.59218,0.170732,1.86983,0,0,2,0,0,0,0,0,0,0,0,2.6681,2.70043,1.22335,1.78317,0.851508,0.728436,442,0.602885,0.703832,0.592889,571,512.957,560.761,41,11,5.5,0,2,0.097561,178,43,464,0.476293,0.97479,1238,1253,"567.632
",11,1,1,0.19,24
